word,un serpent,eine Schlange,2024-08-27,False,2024-09-17,80,9
word,avalait ,geschluckt ,2024-08-27,False,2024-09-17,80,9
word,un fauve,ein wildes Tier,2024-08-27,False,2024-09-17,80,9
word,la proie,die Beute,2024-08-27,False,2024-09-17,80,9
word,la digestion,die Verdauung,2024-08-27,False,2024-09-14,95,6
word,le tas,der Stapel,2024-08-27,False,2024-09-17,80,9
word,l’on est égaré ,wir sind verloren ,2024-08-27,False,2024-09-17,85,9
word,J’ai ainsi eu,So hatte ich,2024-08-27,False,2024-09-17,85,9
word, J’ai beaucoup vécu, Ich habe viel erlebt,2024-08-27,False,2024-09-17,85,9
word,Je les ai vues de très près,Ich habe sie ganz genau gesehen,2024-08-27,False,2024-09-11,110,6
word,je faisais l’expérience,Ich erlebte,2024-08-27,False,2024-09-16,105,7
word,compréhensive,Verständnis,2024-08-27,False,2024-09-12,100,7
word,de forêts vierges,von Urwäldern,2024-07-27,False,2024-09-14,80,6
word,Je me mettais à sa portée,Ich begab mich in seine Reichweite,2024-07-27,False,2024-09-14,100,5
word,J’ai ainsi vécu seul&#39;,"Also lebte ich alleine,",2024-07-27,False,2024-09-17,80,9
word,Quand j’en rencontrais une qui me paraissait un peu lucide,"Als ich jemanden traf, der mir ein wenig klar vorkam",2024-07-27,False,2024-09-14,45,5
word,véritablement,wirklich,2024-07-29,False,2024-09-19,95,9
word, s’était cassé, war kaputt,2024-07-29,False,2024-09-12,100,7
word,le sable,Sand,2024-07-29,False,2024-09-14,85,6
word, naufragé, Schiffbruch,2024-07-29,False,2024-09-16,110,7
word,un mouton,ein Schaaf,2024-07-29,False,2024-09-19,85,9
word,J’ai sauté,ich sprang,2024-07-29,False,2024-09-17,80,9
word,foudre,Blitz,2024-07-29,False,2024-09-11,100,6
word, J’avais à peine de l’eau à boire, Ich hatte kaum Wasser zu trinken,2024-07-29,False,2024-09-11,70,6
word,J’ai bien frotté mes yeux,Ich habe mir gut die Augen gerieben,2024-07-29,False,2024-09-14,110,5
word,qui me considérait gravement,ernsthaft über mich nachgedacht,2024-08-01,False,2024-09-14,85,5
word,est beaucoup moins ravissant que le modèle,ist viel weniger schön als das Modell,2024-08-01,False,2024-09-14,60,5
word,yeux tout ronds d’étonnement,Augen weit vor Erstaunen,2024-08-01,False,2024-09-12,75,4
word,impressionnant,beeindruckend,2024-08-01,False,2024-09-16,100,6
word,on n’ose pas désobéir,"wir wagen es nicht, ungehorsam zu sein",2024-08-01,False,2024-09-12,80,7
word,désobéir,ungehorsam,2024-08-01,False,2024-09-16,95,7
word,une feuille,Blatt,2024-08-01,False,2024-09-12,80,7
word,je me rappelai,ich erinnerte mich,2024-08-01,False,2024-09-11,60,2
word, un éléphant c’est très encombrant, Ein Elefant ist sehr schwerfällig,2024-08-01,False,2024-09-14,70,6
word,encombrant,schwerfällig/schwer/groß,2024-08-01,False,2024-09-12,85,4
word,attentivement,sorgfältig,2024-08-01,False,2024-09-19,80,9
word,malade,krank,2024-08-01,False,2024-09-19,80,9
word,tout doucement,langsam,2024-08-02,False,2024-09-19,80,9
